A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
50,1,81,1,50,0,31,32,2,0.0,0
44,0,84,3,44,0,40,40,0,0.0,0
45,2,80,0,44,3,35,36,2,0.0,0
49,0,88,6302,50,24,40,39,0,1.0,A3
44,3,75,0,42,19,31,34,2,0.0,0
36,0,83,0,36,6,47,47,0,0.0,0
37,0,83,0,34,6,46,49,4,0.0,0
44,2,108,0,44,0,63,64,0,0.0,0
43,5,109,0,42,0,66,67,2,0.0,0
49,0,111,0,50,12,62,62,0,0.0,0
44,0,84,0,44,9,40,40,0,0.0,0
44,2,81,0,44,1,37,37,0,0.0,0
45,5,86,1,44,4,41,42,2,0.0,0
37,0,95,1,10,4,57,84,28,0.0,0
44,0,86,5,44,6,43,42,0,0.0,0
40,0,88,4,38,0,48,50,2,0.0,0
46,0,88,1,46,1,41,41,0,0.0,0
46,4,78,0,46,1,32,32,0,0.0,0
37,0,78,5,24,0,42,55,14,0.0,0
44,1,87,2,44,0,43,43,0,0.0,0
55,0,84,3,537,0,30,30,0,1.0,A4
37,0,80,0,24,8,43,57,14,0.0,0
37,0,83,6302,10,3,46,72,26,1.0,A3
59,1,84,0,60,11,25,24,0,0.0,0
46,0,77,0,44,27,32,34,2,0.0,0
37,0,76,0,18,22,40,58,18,0.0,0
45,1,76,1,44,0,31,32,2,0.0,0
43,0,107,0,42,12,64,66,2,0.0,0
58,2,84,0,56,0,26,27,2,0.0,0
55,0,82,0,54,24262,26,28,2,1.0,A5
49,0,89,7,50,3,168,40,0,1.0,A6
54,2,81,2,54,0,28,27,0,0.0,0
43,3,86,0,44,4,42,42,0,0.0,0
43,0,79,1,42,0,36,38,2,0.0,0
37,0,80,7,36,0,43,44,0,0.0,0
46,0,82,1,46,4,36,35,0,0.0,0
55,0,238,4,54,3,25,26,2,1.0,A2
53,0,83,0,54,5,30,29,0,0.0,0
37,0,78,0,10,7,41,68,26,0.0,0
37,0,83,0,30,8,47,52,6,0.0,0
56,2,92,0,537,20,36,38,2,1.0,A4
53,0,86,0,52,12,33,34,2,0.0,0
51,0,81,1,52,3,30,30,0,0.0,0
47,3,76,0,46,0,30,30,0,0.0,0
41,3,80,0,42,8,39,39,0,0.0,0
56,0,83,0,54,10,27,29,2,0.0,0
44,0,76,2,44,6,32,32,0,0.0,0
39,5,76,7,38,0,36,37,0,0.0,0
47,1,108,0,46,0,61,62,0,0.0,0
63,0,111,4,62,0,48,49,476,1.0,A8
37,6476,78,0,4,5,42,83,42,1.0,A1
44,2,107,0,44,9,63,63,0,0.0,0
44,4,76,0,44,1,32,32,0,0.0,0
45,2,238,1,44,0,41,42,0,1.0,A2
54,0,84,3,54,0,30,30,0,0.0,0
37,2,76,0,36,0,40,40,0,0.0,0
46,3,81,0,44,24262,35,37,2,1.0,A5
37,0,76,1,36,9,38,39,2,0.0,0
48,5,83,6302,46,7,34,36,2,1.0,A3
47,2,90,0,46,0,43,43,0,0.0,0
37,0,80,6302,10,23,43,70,26,1.0,A3
52,4,91,0,52,24262,38,39,0,1.0,A5
38,0,76,0,38,4,38,37,0,0.0,0
43,0,86,0,42,4,43,45,2,0.0,0
48,0,238,0,46,1,36,37,2,1.0,A2
42,3,97,0,42,0,55,55,0,0.0,0
56,1,79,0,54,13,24,25,2,0.0,0
46,0,83,1,46,0,36,36,0,0.0,0
37,0,76,0,24,22,39,53,14,0.0,0
37,1,105,0,34,15,68,71,4,0.0,0
37,0,103,0,26,2,66,77,12,0.0,0
41,0,83,0,42,19,42,424,0,1.0,A7
43,1,79,0,42,21,168,37,2,1.0,A6
52,0,86,1,52,2,33,34,0,0.0,0
45,4,83,0,44,6,38,39,2,0.0,0
37,0,105,0,18,19,68,87,18,0.0,0
43,0,81,0,537,10,37,39,2,1.0,A4
56,0,85,0,56,3,29,28,0,0.0,0
43,0,87,0,42,18,44,46,2,0.0,0
57,3,87,0,56,0,30,30,0,0.0,0
53,4,79,0,54,0,25,24,0,0.0,0
37,0,78,0,20,4,42,57,16,0.0,0
39,4,81,5,38,0,41,42,0,0.0,0
53,0,86,6,54,12,33,32,0,0.0,0
37,0,78,0,38,16,41,39,0,0.0,0
45,0,79,0,537,4,34,35,2,1.0,A4
37,0,83,0,2,24262,46,81,34,1.0,A5
46,1,90,0,46,3,44,44,0,0.0,0
49,0,86,0,46,11,168,39,2,1.0,A6
41,1,238,0,42,6,52,52,0,1.0,A2
59,0,108,3,60,17,49,48,0,0.0,0
53,1,84,0,52,6,31,32,2,0.0,0
42,0,76,5,42,0,34,35,2,0.0,0
37,0,81,0,36,9,44,45,2,0.0,0
48,1,84,0,46,3,36,38,2,0.0,0
48,1,76,1,46,0,28,30,2,0.0,0
37,0,79,0,10,2,42,68,26,0.0,0
37,0,78,0,2,6,42,81,40,0.0,0
108,2,83,0,42,6,42,41,0,1.0,A0
37,2,86,0,36,0,49,50,0,0.0,0
37,0,80,0,38,28,43,41,0,0.0,0
43,1,81,0,44,26,38,37,0,0.0,0
52,1,90,0,52,0,38,38,0,0.0,0
37,0,74,1,28,3,37,424,8,1.0,A7
44,0,81,0,44,8,37,37,0,0.0,0
47,5,93,0,46,0,47,47,0,0.0,0
108,0,83,0,30,23,46,52,6,1.0,A0
52,2,81,1,52,0,29,30,0,0.0,0
37,0,77,0,26,3,41,52,10,0.0,0
37,0,97,0,26,22,60,71,12,0.0,0
37,0,77,0,20,9,40,56,16,0.0,0
37,0,81,0,28,9,44,52,476,1.0,A8
55,4,81,0,54,0,27,27,0,0.0,0
49,6476,95,4,50,8,47,46,0,1.0,A1
53,0,90,0,54,17,37,36,0,0.0,0
37,0,77,1,28,5,40,48,8,0.0,0
37,0,96,7,26,0,59,70,12,0.0,0
59,0,84,0,60,9,25,24,0,0.0,0
46,0,83,6302,46,2,37,36,0,1.0,A3
44,0,81,0,42,30,37,39,2,0.0,0
56,0,90,0,54,18,34,35,2,0.0,0
43,3,83,0,42,0,168,42,2,1.0,A6
38,2,77,0,36,11,39,41,2,0.0,0
49,1,80,0,50,7,31,31,0,0.0,0
37,6476,77,0,36,15,40,41,2,1.0,A1
59,1,84,0,60,0,25,24,0,0.0,0
53,0,88,0,52,12,35,36,2,0.0,0
37,3,90,0,28,0,53,62,8,0.0,0
46,1,86,2,46,0,41,40,0,0.0,0
37,0,79,0,16,2,43,64,22,0.0,0
48,0,88,7,46,0,39,41,2,0.0,0
49,0,86,0,50,10,38,37,0,0.0,0
108,0,79,5,38,0,39,41,2,1.0,A0
51,0,77,0,50,30,26,28,2,0.0,0
37,0,106,4,36,8,68,69,2,0.0,0
56,0,90,0,56,15,34,33,0,0.0,0
44,1,85,0,44,1,41,41,0,0.0,0
43,2,86,0,44,31,42,42,0,0.0,0
39,0,81,2,38,2,43,43,0,0.0,0
44,4,92,2,44,0,48,48,0,0.0,0
46,2,76,0,46,0,29,29,0,0.0,0
53,0,102,0,52,30,49,51,2,0.0,0
46,0,86,0,46,7,40,39,0,0.0,0
62,0,109,3,60,0,47,49,2,0.0,0
45,1,78,3,44,24262,33,34,2,1.0,A5
46,5,109,3,46,0,63,63,0,0.0,0
48,0,86,2,46,0,37,39,2,0.0,0
44,0,84,0,44,5,40,41,0,0.0,0
45,0,79,1,46,7,33,32,0,0.0,0
41,5,83,0,42,2,42,42,0,0.0,0
51,1,78,0,52,3,27,26,0,0.0,0
51,0,88,5,52,8,36,36,0,0.0,0
60,5,109,0,60,0,49,49,0,0.0,0
56,0,97,0,54,10,41,43,2,0.0,0
49,0,83,0,46,3,34,37,2,0.0,0
37,0,238,0,26,27,39,50,10,1.0,A2
39,1,85,2,38,0,46,46,0,0.0,0
45,0,78,0,44,3,33,34,2,0.0,0
46,0,77,3,46,1,31,30,0,0.0,0
37,0,83,0,0,16,46,83,36,0.0,0
37,0,74,0,28,28,38,46,8,0.0,0
37,0,79,0,2,19,42,76,34,0.0,0
37,0,78,0,4,8,41,83,42,0.0,0
46,1,83,0,46,3,37,36,0,0.0,0
44,2,79,6302,44,2,35,35,0,1.0,A3
37,0,80,0,36,28,43,424,0,1.0,A7
53,1,88,0,54,20,35,34,0,0.0,0
45,1,86,0,44,0,40,42,2,0.0,0
56,0,95,0,54,22,40,41,2,0.0,0
37,0,97,0,28,15,60,69,8,0.0,0
45,0,83,1,44,0,37,39,2,0.0,0
37,0,83,2,24,0,46,59,14,0.0,0
44,0,81,4,44,5,37,37,0,0.0,0
51,1,83,0,52,16,31,31,0,0.0,0
39,5,90,1,6,0,52,85,34,0.0,0
45,0,88,0,46,26,42,41,0,0.0,0
37,0,79,1,20,0,43,59,16,0.0,0
53,0,87,0,52,19,34,35,2,0.0,0
45,2,84,0,44,0,39,40,476,1.0,A8
55,5,78,0,54,0,23,24,0,0.0,0
40,3,100,7,38,1,60,62,2,0.0,0
37,0,94,0,12,24262,57,81,24,1.0,A5
38,0,90,0,38,0,52,51,0,0.0,0
51,0,78,0,50,15,27,29,2,0.0,0
42,1,86,3,42,0,44,44,0,0.0,0
37,0,80,0,20,29,43,59,16,0.0,0
41,5,77,0,38,18,36,38,2,0.0,0
38,3,77,0,38,1,39,38,0,0.0,0
37,0,95,4,16,4,58,79,22,0.0,0
49,0,81,0,50,24,168,32,0,1.0,A6
108,1,86,0,54,0,32,32,0,1.0,A0
52,5,77,0,52,1,25,26,0,0.0,0
56,0,79,0,56,2,23,424,0,1.0,A7
37,0,81,1,30,0,45,50,6,0.0,0
51,0,77,0,50,23,26,28,2,0.0,0
37,2,90,3,6,0,53,85,476,1.0,A8
37,3,75,0,26,2,38,49,10,0.0,0
62,0,109,0,62,22,48,47,0,0.0,0
52,5,86,0,52,0,35,35,0,0.0,0
42,3,108,0,42,0,66,67,0,0.0,0
45,5,90,0,44,1,45,46,2,0.0,0
44,4,83,0,44,0,38,39,0,0.0,0
50,0,106,0,50,0,57,57,0,0.0,0
49,0,238,0,50,14,29,29,0,1.0,A2
41,0,83,0,42,1,41,41,0,0.0,0
43,5,81,1,42,0,38,40,2,0.0,0
45,0,84,3,44,7,39,41,2,0.0,0
37,1,94,0,10,26,57,84,26,0.0,0
41,1,77,6,38,16,36,38,2,0.0,0
37,0,105,1,26,30,68,79,12,0.0,0
38,0,76,1,537,8,38,37,0,1.0,A4
46,1,77,0,44,10,31,33,2,0.0,0
50,4,80,0,50,0,30,31,0,0.0,0
108,0,86,0,56,15,31,30,0,1.0,A0
108,3,85,0,56,23,29,28,0,1.0,A0
42,4,108,1,42,0,66,67,0,0.0,0
57,5,79,0,56,0,22,22,0,0.0,0
37,1,81,2,34,0,44,48,4,0.0,0
56,0,97,0,56,9,40,40,0,0.0,0
37,0,79,0,36,3,42,43,2,0.0,0
50,2,86,0,50,0,35,37,2,0.0,0
37,0,106,1,38,23,68,67,0,0.0,0
51,0,78,0,50,13,27,29,2,0.0,0
37,0,141,2006,34,0,104,424,4,1.0,A7
37,0,77,0,8,5,40,70,30,0.0,0
42,0,77,8,42,0,34,35,2,0.0,0
38,1,77,0,537,20,39,41,2,1.0,A4
37,0,81,0,16,24262,44,65,22,1.0,A5
48,0,89,2,46,8,41,42,2,0.0,0
43,0,83,1,42,0,40,42,2,0.0,0
48,4,107,0,46,0,59,424,2,1.0,A7
38,0,77,0,38,2,40,39,0,0.0,0
37,0,76,3,28,1,39,47,8,0.0,0
48,2,86,0,46,1,38,40,2,0.0,0
44,4,83,0,44,8,39,39,0,0.0,0
43,0,83,0,44,25,39,39,0,0.0,0
49,0,80,6302,50,4,31,31,0,1.0,A3
37,6476,76,3,36,10,39,40,2,1.0,A1
57,1,83,1,56,0,25,26,0,0.0,0
48,0,88,1,46,2,40,42,2,0.0,0
47,2,90,0,46,0,44,44,0,0.0,0
45,5,102,0,44,0,57,424,2,1.0,A7
47,2,100,6302,46,0,53,54,0,1.0,A3
47,0,88,0,46,0,42,42,0,0.0,0
37,0,78,1,12,0,41,65,24,0.0,0
44,0,83,0,44,21,39,39,0,0.0,0
46,2,84,4,44,25,39,41,2,0.0,0
37,0,81,4,24,0,168,58,14,1.0,A6
38,0,92,0,20,3,54,71,18,0.0,0
37,0,104,0,20,29,67,83,16,0.0,0
55,0,82,7,54,1,26,28,2,0.0,0
41,1,86,0,42,16,45,45,0,0.0,0
43,3,83,0,42,0,40,41,2,0.0,0
37,0,78,0,12,6,42,65,24,0.0,0
51,1,87,0,52,0,36,35,0,0.0,0
47,0,83,2,537,3,35,36,0,1.0,A4
37,0,97,0,34,8,60,64,4,0.0,0
50,2,78,1,50,0,28,29,2,0.0,0
48,0,84,7,46,0,36,37,2,0.0,0
37,6476,108,5,36,0,71,72,0,1.0,A1
47,4,95,0,46,0,48,49,0,0.0,0
45,1,81,6,44,24262,36,37,0,1.0,A5
49,2,102,0,46,14,53,55,2,0.0,0
37,0,97,0,24,30,60,74,14,0.0,0
55,4,86,0,56,23,30,29,0,0.0,0
37,0,77,6302,36,16,40,41,2,1.0,A3
45,2,77,0,44,20,32,34,2,0.0,0
37,0,77,0,34,25,40,43,2,0.0,0
37,1,83,0,36,0,45,46,2,0.0,0
49,0,88,3,50,11,40,39,0,0.0,0
43,1,82,0,42,12,39,41,2,0.0,0
49,0,79,0,46,12,30,32,2,0.0,0
37,0,108,6,34,2,71,74,4,0.0,0
56,3,86,0,56,14,31,30,0,0.0,0
37,0,77,0,30,28,41,46,6,0.0,0
37,0,79,4,10,0,43,69,26,0.0,0
49,0,81,0,46,17,32,34,2,0.0,0
53,0,82,0,54,8,29,28,0,0.0,0
37,0,77,0,26,4,40,51,12,0.0,0
51,0,86,0,52,5,35,35,0,0.0,0
52,0,86,0,54,27,33,32,0,0.0,0
37,0,75,4,34,0,38,41,2,0.0,0
59,1,84,0,56,8,25,27,2,0.0,0
55,1,80,3,54,0,25,26,2,0.0,0
41,0,76,0,537,31,35,35,0,1.0,A4
45,0,86,0,46,2,40,39,0,0.0,0
51,0,82,0,52,22,31,30,0,0.0,0
38,0,76,0,36,26,38,39,2,0.0,0
37,0,77,0,12,0,41,65,24,0.0,0
42,1,86,3,42,0,44,45,2,0.0,0
49,1,79,1,50,23,30,30,0,0.0,0
37,0,74,0,24,7,37,51,14,0.0,0
48,0,88,3,46,2,40,42,2,0.0,0
43,1,81,0,42,17,37,424,2,1.0,A7
48,2,79,0,46,1,30,32,2,0.0,0
41,5,75,0,42,14,34,34,0,0.0,0
45,0,83,0,46,16,38,37,0,0.0,0
41,0,83,0,42,2,42,42,0,0.0,0
49,0,86,0,50,29,38,37,0,0.0,0
53,1,87,0,54,20,34,33,0,0.0,0
56,2,86,0,56,24262,30,29,0,1.0,A5
37,1,81,6,38,17,43,42,0,0.0,0
37,1,83,6,36,0,46,46,0,0.0,0
44,0,76,0,44,28,32,32,0,0.0,0
41,0,75,0,42,9,34,34,0,0.0,0
37,0,80,0,537,18,43,57,14,1.0,A4
37,0,83,0,28,11,46,54,8,0.0,0
50,3,81,0,50,24262,31,32,2,1.0,A5
37,0,90,3,36,0,52,53,2,0.0,0
43,1,80,5,44,18,37,36,0,0.0,0
45,0,93,1,44,0,49,50,0,0.0,0
108,0,88,0,46,6,42,41,0,1.0,A0
43,0,88,0,42,19,44,46,2,0.0,0
37,0,238,1,16,11,43,65,22,1.0,A2
43,0,79,2,42,0,37,38,2,0.0,0
45,0,87,1,46,11,42,41,0,0.0,0
56,0,82,0,54,9,26,28,2,0.0,0
55,6476,79,0,54,0,24,24,0,1.0,A1
49,2,107,6302,46,24,58,60,2,1.0,A3
47,1,83,0,46,0,36,37,0,0.0,0
38,0,82,0,36,30,44,46,2,0.0,0
37,0,78,0,16,26,41,63,22,0.0,0
50,0,83,4,50,0,33,33,0,0.0,0
42,6476,97,2,42,0,55,55,0,1.0,A1
37,0,81,0,38,21,43,42,0,0.0,0
43,2,78,0,42,0,35,37,2,0.0,0
37,0,77,0,20,2,41,98,58,0.0,0
37,1,80,6,36,0,43,44,0,0.0,0
45,3,81,0,46,1,35,34,0,0.0,0
45,0,86,0,46,24,40,39,0,0.0,0
47,1,83,0,46,0,37,37,0,0.0,0
40,4,84,0,38,0,44,45,2,0.0,0
52,0,81,3,537,3,30,30,0,1.0,A4
45,0,79,0,44,22,33,35,2,0.0,0
44,0,95,0,537,0,51,51,0,1.0,A4
44,4,81,0,44,5,37,37,0,0.0,0
48,0,86,0,50,17,38,37,0,0.0,0
41,3,102,0,38,0,61,63,2,0.0,0
49,0,95,0,46,8,47,49,2,0.0,0
37,0,76,0,26,22,39,50,10,0.0,0
41,1,78,2,42,4,37,37,0,0.0,0
46,0,77,0,46,11,32,31,0,0.0,0
45,4,109,0,44,11,64,66,476,1.0,A8
52,0,82,1,52,2,29,30,0,0.0,0
37,0,81,0,10,15,168,70,26,1.0,A6
45,6476,88,0,44,0,43,44,2,1.0,A1
53,0,77,0,54,1,24,23,476,1.0,A8
38,6476,92,0,28,25,54,64,10,1.0,A1
49,0,87,2,50,4,38,38,0,0.0,0
45,1,81,6302,44,5,37,37,0,1.0,A3
45,0,85,3,46,19,40,39,0,0.0,0
59,0,84,0,60,11,25,24,0,0.0,0
41,4,78,0,42,10,37,37,0,0.0,0
47,5,86,0,46,0,40,40,0,0.0,0
47,3,102,2,46,0,55,55,0,0.0,0
49,1,78,0,50,15,29,29,0,0.0,0
43,0,86,3,42,7,43,45,2,0.0,0
37,6476,77,0,24,13,40,54,14,1.0,A1
37,0,76,4,28,0,40,48,8,0.0,0
41,0,81,0,42,0,39,39,0,0.0,0
37,0,79,2,34,0,42,46,4,0.0,0
37,2,80,0,34,0,43,46,4,0.0,0
37,0,75,0,24,14,38,52,14,0.0,0
46,0,77,0,44,22,31,33,2,0.0,0
45,3,106,1,44,3,61,62,2,0.0,0
37,0,81,0,36,20,44,45,2,0.0,0
37,0,76,0,20,10,40,55,16,0.0,0
38,0,82,0,36,26,44,46,2,0.0,0
39,0,79,3,38,0,39,40,0,0.0,0
37,0,103,0,18,20,168,85,20,1.0,A6
46,0,81,7,46,0,35,34,0,0.0,0
46,1,90,0,46,0,44,44,0,0.0,0
37,0,78,2,6,0,41,73,32,0.0,0
37,0,104,0,26,19,67,424,12,1.0,A7
45,0,85,1,44,10,40,41,2,0.0,0
37,0,104,0,24,6,67,80,14,0.0,0
37,0,90,0,30,16,53,59,6,0.0,0
37,0,106,2,28,5,69,78,8,0.0,0
37,0,78,0,18,30,42,60,18,0.0,0
47,0,87,1,46,2,40,41,0,0.0,0
55,0,108,3,54,4,53,54,2,0.0,0
37,0,91,1,6,0,54,86,32,0.0,0
53,1,79,0,54,23,26,24,0,0.0,0
50,0,85,3,50,0,35,36,0,0.0,0
42,4,80,0,42,0,38,39,476,1.0,A8
49,0,81,0,50,10,33,32,0,0.0,0
41,4,86,0,38,0,45,47,2,0.0,0
45,3,84,0,44,0,39,41,2,0.0,0
37,0,81,0,12,3,44,68,24,0.0,0
51,0,77,0,50,1,26,424,2,1.0,A7
37,0,76,5,28,8,39,47,8,0.0,0
46,1,86,1,44,30,41,42,2,0.0,0
44,0,77,0,44,13,168,34,0,1.0,A6
41,0,82,1,42,4,41,41,0,0.0,0
108,1,90,0,28,4,53,62,8,1.0,A0
44,0,77,7,44,0,33,33,0,0.0,0
48,0,86,1,46,0,38,40,2,0.0,0
41,0,87,0,38,15,46,48,2,0.0,0
37,0,95,0,8,29,58,87,30,0.0,0
37,0,105,0,18,7,68,87,18,0.0,0
37,2,94,0,36,2,168,58,2,1.0,A6
48,0,78,0,46,6,30,32,2,0.0,0
43,3,81,0,42,0,38,40,476,1.0,A8
45,1,84,0,46,31,39,38,476,1.0,A8
48,0,89,3,46,2,41,42,2,0.0,0
41,0,97,0,38,11,56,58,2,0.0,0
52,3,84,0,52,0,32,32,0,0.0,0
37,0,76,4,30,27,39,45,6,0.0,0
48,0,88,5,46,0,39,41,2,0.0,0
49,0,77,4,46,10,28,30,2,0.0,0
46,0,86,1,46,0,40,40,0,0.0,0
56,2,85,1,56,0,29,28,0,0.0,0
43,1,79,0,42,8,35,37,476,1.0,A8
41,2,108,6302,42,16,67,66,0,1.0,A3
45,0,79,0,44,8,33,35,2,0.0,0
49,2,84,0,50,1,35,35,0,0.0,0
48,0,89,3,50,28,41,40,0,0.0,0
37,0,76,0,30,25,40,45,6,0.0,0
37,0,97,0,26,4,60,71,12,0.0,0
52,2,85,1,52,0,33,33,0,0.0,0
37,0,96,0,30,4,59,65,6,0.0,0
108,0,92,0,24,3,55,69,14,1.0,A0
45,1,86,0,44,24,41,42,2,0.0,0
39,1,80,6,38,10,41,41,476,1.0,A8
38,0,77,3,38,0,39,38,0,0.0,0
45,0,77,1,44,0,31,33,2,0.0,0
37,0,76,2,30,1,39,45,6,0.0,0
48,0,88,2,46,0,40,42,2,0.0,0
44,1,93,0,44,5,50,50,0,0.0,0
108,3,81,0,46,7,33,35,2,1.0,A0
108,2,76,0,46,0,30,30,0,1.0,A0
45,5,83,0,46,14,37,36,476,1.0,A8
42,0,80,1,42,1,38,39,476,1.0,A8
37,0,79,0,36,17,43,43,0,0.0,0
47,5,86,2,46,0,39,40,0,0.0,0
37,0,98,0,30,11,61,67,6,0.0,0
53,0,85,0,537,18,32,33,2,1.0,A4
37,0,77,0,4,6,41,83,42,0.0,0
38,4,90,1,6,19,52,84,32,0.0,0
37,5,76,0,28,0,39,47,8,0.0,0
108,0,78,3,50,0,28,29,2,1.0,A0
37,6476,76,1,26,17,39,50,10,1.0,A1
37,0,107,5,36,0,70,71,0,0.0,0
37,0,76,5,26,0,39,50,12,0.0,0
47,4,85,1,46,0,38,39,0,0.0,0
49,1,81,0,50,12,33,32,0,0.0,0
37,0,77,0,18,17,40,59,18,0.0,0
37,6476,74,4,20,13,37,54,16,1.0,A1
42,0,80,3,42,0,38,39,0,0.0,0
37,0,77,0,22,0,40,101,60,0.0,0
49,0,86,0,46,2,38,40,2,0.0,0
38,4,76,0,38,11,38,37,0,0.0,0
46,2,88,6,44,27,42,424,2,1.0,A7
37,0,80,0,6,19,43,75,32,0.0,0
45,0,79,0,46,12,34,424,0,1.0,A7
47,6476,90,0,46,0,44,44,0,1.0,A1
44,5,102,0,44,8,59,58,0,0.0,0
37,0,99,0,30,9,61,68,6,0.0,0
57,0,90,0,56,0,33,33,0,0.0,0
44,1,82,0,42,29,38,41,2,0.0,0
43,0,86,4,42,14,42,44,2,0.0,0
108,5,81,0,54,11,25,27,2,1.0,A0
37,0,81,0,38,6,43,42,0,0.0,0
45,0,85,0,44,706,41,41,0,0.0,0
38,3,77,4,38,0,39,38,0,0.0,0
41,6476,81,2,38,30,39,42,2,1.0,A1
44,0,83,0,44,19,39,39,0,0.0,0
37,5,107,0,38,4,69,68,0,0.0,0
37,0,76,0,20,15,39,55,16,0.0,0
37,6476,79,0,8,27,42,71,28,1.0,A1
43,5,76,0,44,17,32,32,476,1.0,A8
42,0,81,5,42,0,40,40,0,0.0,0
37,0,77,0,34,9,40,43,4,0.0,0
108,0,78,0,6,15,42,73,32,1.0,A0
37,6476,105,0,16,18,68,89,22,1.0,A1
49,2,87,0,50,0,38,38,0,0.0,0
56,2,89,6302,56,26,33,32,0,1.0,A3
44,3,84,0,42,17,40,43,2,0.0,0
37,0,83,0,30,24262,47,52,6,1.0,A5
49,0,86,0,50,0,38,37,0,0.0,0
41,0,81,0,42,21,41,40,0,0.0,0
52,0,79,0,54,31,26,24,0,0.0,0
37,6476,109,3,34,0,72,75,4,1.0,A1
37,0,78,0,24,10,41,55,476,1.0,A8
49,1,83,0,50,15,34,33,0,0.0,0
42,1,238,0,42,0,37,38,0,1.0,A2
40,4,88,0,38,0,48,50,2,0.0,0
46,0,79,0,44,8,34,35,2,0.0,0
37,0,105,6,20,3,68,84,16,0.0,0
37,0,79,0,18,4,43,61,18,0.0,0
46,2,76,0,46,4,30,29,0,0.0,0
37,0,76,6,34,7,39,42,2,0.0,0
37,0,76,0,28,21,39,48,8,0.0,0
42,1,82,0,42,0,39,41,2,0.0,0
43,0,83,0,42,8,40,42,2,0.0,0
49,0,78,0,50,4,29,29,0,0.0,0
44,0,238,0,42,28,37,39,2,1.0,A2
37,0,78,0,18,1,168,60,18,1.0,A6
41,0,79,1,38,5,39,41,2,0.0,0
37,4,90,0,20,0,53,70,476,1.0,A8
37,0,91,1,16,0,53,75,22,0.0,0
37,0,80,5,8,16,43,72,28,0.0,0
52,3,86,0,52,0,34,35,0,0.0,0
55,5,87,2,54,0,32,33,0,0.0,0
42,1,83,4,42,0,41,41,0,0.0,0
38,2,104,0,38,0,67,424,0,1.0,A7
43,0,88,0,44,24,44,44,0,0.0,0
37,0,95,0,24,22,58,72,14,0.0,0
37,0,77,4,36,0,41,41,0,0.0,0
42,0,79,0,42,0,36,37,2,0.0,0
55,1,83,0,54,0,28,28,0,0.0,0
41,0,81,0,42,22,41,40,0,0.0,0
37,0,82,1,36,2,45,46,2,0.0,0
58,1,85,6,56,0,28,28,0,0.0,0
44,1,81,0,44,6,37,37,0,0.0,0
37,0,76,0,38,7,39,37,0,0.0,0
47,4,87,5,46,0,40,41,0,0.0,0
51,0,86,6,50,9,36,37,2,0.0,0
37,0,76,5,28,6,39,47,8,0.0,0
55,0,97,8,54,0,41,42,2,0.0,0
51,6476,84,0,52,6,33,32,0,1.0,A1
52,0,86,7,52,4,34,35,0,0.0,0
46,0,86,1,44,30,40,42,2,0.0,0
47,0,109,5,46,0,63,63,0,0.0,0
41,4,79,0,38,20,39,41,2,0.0,0
56,0,83,0,56,23,27,26,0,0.0,0
40,5,88,0,38,0,47,49,2,0.0,0
37,0,80,0,36,7,43,44,2,0.0,0
46,0,83,0,46,5,37,36,0,0.0,0
37,0,78,0,6,7,41,73,32,0.0,0
44,0,86,0,42,13,42,44,2,0.0,0
54,4,83,0,54,0,28,28,0,0.0,0
43,5,76,0,42,4,33,35,476,1.0,A8
43,0,86,6,42,6,43,45,2,0.0,0
37,3,90,2,6,0,53,85,32,0.0,0
42,3,78,0,42,0,37,37,0,0.0,0
39,2,75,0,38,0,35,36,0,0.0,0
50,0,106,3,50,0,56,57,0,0.0,0
37,0,77,0,12,2,41,65,24,0.0,0
37,0,79,0,10,26,42,68,26,0.0,0
37,0,81,0,26,10,44,55,10,0.0,0
41,0,83,6,38,13,42,44,2,0.0,0
49,2,79,2,50,30,30,30,0,0.0,0
49,1,106,0,50,22,58,57,0,0.0,0
50,0,78,0,50,0,28,29,0,0.0,0
49,5,90,5,46,2,42,44,2,0.0,0
44,1,84,0,44,8,168,41,0,1.0,A6
52,3,84,0,52,0,32,32,0,0.0,0
37,4,79,0,537,0,42,55,14,1.0,A4
39,2,86,0,38,0,47,48,0,0.0,0
51,1,77,2,50,0,26,28,2,0.0,0
49,0,107,0,50,6,58,58,0,0.0,0
41,0,86,0,38,22,45,48,2,0.0,0
51,3,86,0,52,10,35,34,0,0.0,0
37,0,76,4,36,0,39,39,0,0.0,0
37,0,76,0,28,11,39,48,8,0.0,0
38,4,79,0,38,0,41,40,0,0.0,0
49,1,83,7,50,1,33,33,0,0.0,0
108,0,90,0,42,14,47,49,2,1.0,A0
37,0,100,7,28,0,64,72,8,0.0,0
45,6476,79,2,44,8,33,35,2,1.0,A1
38,1,82,3,38,5,44,43,0,0.0,0
45,4,76,0,44,24262,31,32,2,1.0,A5
108,0,96,1,18,0,59,78,18,1.0,A0
38,1,75,0,36,6,37,39,2,0.0,0
46,0,86,0,46,5,40,39,0,0.0,0
42,5,106,0,42,0,63,64,2,0.0,0
51,0,80,0,52,28,29,28,0,0.0,0
37,0,77,0,20,1,40,56,16,0.0,0
108,0,86,0,46,7,40,39,0,1.0,A0
51,5,78,2,52,14,27,26,0,0.0,0
37,0,78,0,12,4,42,65,24,0.0,0
37,0,79,0,34,3,43,46,2,0.0,0
53,0,103,0,52,5,50,51,2,0.0,0
